customer_id,age,yrs_experience,family_size,education_level,income,mortgage_amt,credit_card_acct,credit_card_spend,share_trading_acct,fixed_deposit_acct,online_acct,personal_loan
3242,,,,Undergraduate,291.0,0,no,0.0,0,0,no,no
5204,27.0,16.0,2.0,Advanced or Professional,118.0,0,yes,2.8,0,0,yes,yes
4277,59.0,6.0,3.0,Undergraduate,37.0,0,no,0.0,0,0,yes,no
4534,58.0,4.0,1.0,Undergraduate,78.0,126,no,0.0,1,0,yes,no
1222,32.0,12.0,4.0,Advanced or Professional,144.0,0,no,0.0,0,0,yes,yes
691,37.0,21.0,1.0,Advanced or Professional,30.0,0,no,0.0,0,0,yes,no
5925,40.0,7.0,3.0,Advanced or Professional,146.0,0,no,0.0,0,1,yes,yes
215,,,,Undergraduate,105.0,0,no,0.0,0,0,yes,no
2832,63.0,2.0,4.0,Graduate,159.0,105,no,0.0,0,0,yes,yes
5488,35.0,42.0,2.0,Advanced or Professional,92.0,147,no,0.0,0,0,yes,no
5843,45.0,28.0,2.0,Undergraduate,47.0,0,no,0.0,0,0,no,no
1484,41.0,0.0,4.0,Graduate,47.0,97,no,0.0,0,0,yes,no
2319,59.0,4.0,1.0,Advanced or Professional,143.0,0,no,0.0,0,0,yes,yes
4229,66.0,6.0,2.0,Advanced or Professional,65.0,0,yes,3.2,1,0,no,no
1543,34.0,13.0,2.0,Advanced or Professional,140.0,0,no,0.0,0,0,yes,no
771,59.0,40.0,1.0,Advanced or Professional,66.0,111,yes,2.1,0,0,yes,no
5027,59.0,40.0,1.0,Undergraduate,39.0,0,yes,1.7,0,0,yes,no
2798,48.0,6.0,2.0,Undergraduate,56.0,131,no,0.0,0,0,yes,no
3374,65.0,34.0,4.0,Advanced or Professional,63.0,0,no,0.0,0,0,yes,no
4933,52.0,7.0,3.0,Undergraduate,27.0,0,no,0.0,0,0,no,no
5932,54.0,41.0,1.0,Graduate,119.0,0,no,0.0,0,0,no,no
1354,42.0,11.0,1.0,Undergraduate,64.0,0,no,0.0,0,0,yes,no
4583,28.0,20.0,2.0,Advanced or Professional,145.0,0,no,0.0,0,0,no,yes
1505,47.0,32.0,2.0,Graduate,27.0,110,no,0.0,0,0,no,no
4770,35.0,39.0,3.0,Advanced or Professional,175.0,71,no,0.0,0,0,yes,yes
3606,40.0,30.0,2.0,Advanced or Professional,123.0,182,yes,3.2,0,0,yes,no
3332,,64.0,7.0,Advanced or Professional,,0,yes,0.9,0,0,no,no
5592,30.0,0.0,4.0,Advanced or Professional,170.0,0,no,0.0,0,0,yes,no
457,58.0,5.0,3.0,Graduate,35.0,0,no,0.0,0,0,yes,no
2359,42.0,2.0,1.0,Graduate,118.0,102,yes,1.5,0,0,no,no
2273,31.0,12.0,4.0,Undergraduate,223.0,0,no,0.0,0,0,no,no
1078,26.0,7.0,2.0,Advanced or Professional,129.0,94,yes,1.1,0,0,yes,no
5635,36.0,14.0,2.0,Undergraduate,127.0,0,yes,0.0,0,0,yes,no
5956,61.0,28.0,3.0,Graduate,160.0,195,no,0.0,0,1,no,yes
4653,46.0,13.0,4.0,Undergraduate,175.0,0,no,0.0,0,0,yes,yes
1681,67.0,30.0,1.0,Undergraduate,72.0,0,no,0.0,0,0,no,no
52,27.0,19.0,2.0,Graduate,66.0,0,yes,0.9,0,0,no,no
3159,65.0,30.0,4.0,Graduate,48.0,79,no,0.0,0,0,no,no
5851,62.0,4.0,3.0,Graduate,75.0,0,yes,1.9,0,0,no,no
1723,31.0,35.0,2.0,Advanced or Professional,25.0,119,yes,0.8,0,0,no,no
3183,47.0,31.0,3.0,Graduate,41.0,163,no,0.0,0,0,yes,no
4031,32.0,17.0,3.0,Advanced or Professional,179.0,154,no,0.0,0,1,yes,yes
212,66.0,9.0,2.0,Graduate,119.0,126,yes,0.2,1,0,no,no
1657,59.0,34.0,1.0,Advanced or Professional,59.0,145,yes,2.8,0,0,no,no
828,89.0,,7.0,Undergraduate,,192,no,0.0,0,0,yes,no
1571,53.0,1.0,4.0,Advanced or Professional,145.0,75,no,0.0,0,0,yes,no
2409,59.0,33.0,2.0,Undergraduate,74.0,0,no,0.0,0,0,no,no
1353,,41.0,,Graduate,91.0,0,no,0.0,0,0,yes,no
95,48.0,0.0,2.0,Undergraduate,46.0,0,no,0.0,0,0,no,no
5937,49.0,33.0,2.0,Advanced or Professional,52.0,76,no,0.0,0,0,no,no
3579,,,1.0,Undergraduate,,0,no,0.0,0,0,no,no
3367,32.0,38.0,2.0,Advanced or Professional,88.0,73,no,0.0,0,0,yes,no
5320,45.0,39.0,3.0,Graduate,120.0,91,no,0.0,0,0,no,yes
2268,39.0,11.0,1.0,Advanced or Professional,91.0,123,no,0.0,0,0,yes,no
1135,49.0,31.0,4.0,Advanced or Professional,181.0,0,no,0.0,0,1,yes,yes
2923,35.0,28.0,3.0,Advanced or Professional,28.0,0,yes,6.9,0,0,yes,no
1667,53.0,27.0,4.0,Undergraduate,13.0,0,no,0.0,0,0,yes,no
5275,45.0,40.0,1.0,Graduate,69.0,0,no,0.0,0,0,no,no
4456,64.0,31.0,1.0,Undergraduate,73.0,88,no,0.0,0,0,no,no
2442,31.0,12.0,3.0,Graduate,95.0,0,no,0.0,0,0,yes,no
3803,61.0,27.0,1.0,Graduate,20.0,170,yes,1.4,0,0,no,no
360,61.0,3.0,1.0,Undergraduate,69.0,0,yes,0.8,0,0,no,no
1667,57.0,8.0,1.0,Advanced or Professional,39.0,0,no,0.0,1,0,yes,no
4244,25.0,8.0,1.0,Graduate,30.0,0,no,0.0,0,0,yes,no
1572,37.0,7.0,3.0,Undergraduate,92.0,113,no,0.0,0,0,no,no
1819,,12.0,,Undergraduate,,0,no,0.0,1,0,no,no
1175,47.0,6.0,3.0,Advanced or Professional,82.0,0,no,0.0,0,0,yes,no
2680,27.0,11.0,1.0,Undergraduate,80.0,0,no,0.0,0,0,no,no
4357,67.0,13.0,2.0,Graduate,30.0,0,no,0.0,0,0,yes,no
1003,58.0,6.0,4.0,Undergraduate,36.0,168,no,0.0,0,0,yes,no
25,47.0,9.0,3.0,Undergraduate,39.0,0,no,0.0,0,0,no,no
564,64.0,1.0,3.0,Advanced or Professional,11.0,0,no,0.0,0,0,yes,no
1077,24.0,19.0,2.0,Advanced or Professional,67.0,0,no,0.0,0,0,no,no
443,24.0,14.0,1.0,Undergraduate,63.0,0,no,0.0,0,0,no,no
1745,28.0,8.0,4.0,Advanced or Professional,66.0,0,no,0.0,0,0,yes,no
2794,34.0,10.0,4.0,Undergraduate,99.0,102,no,0.0,0,0,yes,no
4426,55.0,27.0,1.0,Undergraduate,79.0,0,no,0.0,0,0,no,no
3912,,,,Undergraduate,,0,no,0.0,0,0,yes,no
3085,39.0,13.0,4.0,Advanced or Professional,93.0,80,no,0.0,0,0,yes,yes
2608,27.0,33.0,1.0,Undergraduate,98.0,0,no,0.0,0,0,yes,no
3988,56.0,12.0,4.0,Advanced or Professional,34.0,0,no,0.0,0,0,yes,no
842,54.0,9.0,2.0,Advanced or Professional,61.0,0,no,0.0,0,0,yes,no
5263,,,,Graduate,88.0,139,no,0.0,0,0,yes,no
1901,49.0,8.0,2.0,Undergraduate,37.0,102,no,0.0,0,0,yes,no
1799,31.0,36.0,4.0,Undergraduate,61.0,215,no,0.0,0,0,yes,no
2658,65.0,7.0,1.0,Graduate,77.0,0,no,0.0,0,0,yes,no
4661,65.0,36.0,2.0,Undergraduate,143.0,0,no,0.0,0,0,no,no
4535,42.0,28.0,2.0,Graduate,45.0,0,yes,1.1,0,0,yes,no
1573,45.0,40.0,2.0,Graduate,167.0,357,no,0.0,1,0,no,yes
4189,54.0,32.0,1.0,Undergraduate,81.0,153,no,0.0,1,0,no,no
5181,43.0,4.0,1.0,Advanced or Professional,42.0,70,no,0.0,1,0,no,no
3473,29.0,33.0,2.0,Undergraduate,76.0,0,no,0.0,0,0,no,no
463,53.0,33.0,1.0,Undergraduate,49.0,0,no,0.0,0,0,yes,no
523,50.0,29.0,3.0,Graduate,183.0,142,no,0.0,0,0,yes,yes
3269,62.0,26.0,3.0,Undergraduate,25.0,0,no,0.0,0,0,yes,no
3359,34.0,9.0,1.0,Advanced or Professional,107.0,231,no,0.0,0,1,yes,yes
5843,33.0,2.0,3.0,Undergraduate,83.0,0,yes,1.7,0,0,no,no
55,54.0,17.0,1.0,Undergraduate,36.0,0,yes,0.4,0,0,yes,no
438,61.0,0.0,3.0,Undergraduate,52.0,0,no,0.0,0,0,no,no
856,27.0,7.0,1.0,Graduate,102.0,0,yes,0.1,0,0,no,no
4618,48.0,40.0,4.0,Advanced or Professional,93.0,99,yes,0.3,0,0,yes,no
4743,,,6.0,Undergraduate,256.0,0,yes,7.2,1,0,no,no
2399,64.0,18.0,4.0,Graduate,85.0,135,no,0.0,0,0,yes,no
5370,63.0,6.0,4.0,Advanced or Professional,28.0,0,yes,0.3,0,0,yes,no
3246,54.0,12.0,,Advanced or Professional,138.0,0,no,0.0,0,0,yes,no
2367,48.0,28.0,3.0,Graduate,112.0,0,no,0.0,0,0,no,no
3189,31.0,33.0,4.0,Graduate,136.0,244,no,0.0,0,0,yes,yes
5723,32.0,7.0,2.0,Graduate,116.0,194,yes,0.3,0,0,yes,no
314,34.0,38.0,2.0,Advanced or Professional,95.0,285,no,0.0,0,0,yes,no
4691,53.0,11.0,4.0,Undergraduate,19.0,0,no,0.0,1,0,yes,no
5163,59.0,22.0,4.0,Undergraduate,121.0,253,no,0.0,0,1,yes,yes
2742,39.0,22.0,3.0,Undergraduate,56.0,0,no,0.0,0,0,yes,no
1472,56.0,24.0,4.0,Graduate,77.0,0,yes,2.3,1,0,yes,no
3503,43.0,15.0,4.0,Undergraduate,83.0,0,no,0.0,0,1,no,no
3445,,,,Advanced or Professional,,0,no,0.0,0,0,no,no
4435,62.0,35.0,2.0,Undergraduate,145.0,0,no,0.0,0,0,no,no
29,47.0,42.0,1.0,Undergraduate,167.0,130,no,0.0,1,0,yes,no
1084,36.0,40.0,,Advanced or Professional,79.0,102,no,0.0,0,0,yes,no
5843,36.0,33.0,1.0,Undergraduate,175.0,0,no,0.0,0,1,no,yes
4676,43.0,16.0,4.0,Advanced or Professional,159.0,0,no,0.0,0,0,yes,yes
5051,24.0,23.0,3.0,Undergraduate,66.0,0,no,0.0,0,0,yes,no
1524,46.0,36.0,2.0,Undergraduate,166.0,0,no,0.0,0,1,no,yes
3986,43.0,11.0,4.0,Advanced or Professional,129.0,0,no,0.0,0,0,no,yes
3582,30.0,16.0,2.0,Graduate,129.0,0,yes,1.4,0,0,yes,no
2526,,,,Advanced or Professional,,0,no,0.0,0,0,no,no
834,33.0,21.0,4.0,Graduate,63.0,178,no,0.0,0,0,yes,no
4220,45.0,22.0,1.0,Undergraduate,165.0,0,yes,1.8,0,0,yes,yes
4066,64.0,7.0,4.0,Undergraduate,119.0,0,no,0.0,1,0,yes,no
270,41.0,21.0,4.0,Advanced or Professional,150.0,519,no,0.0,0,0,yes,yes
1959,26.0,15.0,1.0,Advanced or Professional,76.0,0,yes,0.8,0,0,yes,no
4162,43.0,29.0,1.0,Advanced or Professional,80.0,0,no,0.0,0,0,yes,no
4263,31.0,19.0,4.0,Graduate,111.0,119,no,0.0,1,0,no,yes
5905,33.0,37.0,1.0,Undergraduate,66.0,88,yes,0.2,0,0,yes,no
3220,49.0,19.0,1.0,Undergraduate,18.0,173,no,0.0,0,0,no,no
1719,28.0,19.0,3.0,Undergraduate,120.0,178,no,0.0,0,1,yes,yes
5379,26.0,24.0,2.0,Graduate,98.0,0,yes,0.2,0,0,no,no
1727,44.0,9.0,4.0,Undergraduate,108.0,129,no,0.0,0,0,yes,no
5184,54.0,31.0,2.0,Undergraduate,33.0,0,yes,2.4,0,0,yes,no
5085,35.0,7.0,2.0,Advanced or Professional,128.0,0,yes,2.9,0,1,yes,yes
225,37.0,33.0,3.0,Graduate,47.0,102,no,0.0,0,0,no,no
1604,60.0,31.0,3.0,Graduate,145.0,103,yes,2.0,0,0,yes,yes
2569,25.0,11.0,2.0,Undergraduate,75.0,0,no,0.0,0,0,yes,no
5526,34.0,32.0,1.0,Graduate,71.0,110,no,0.0,0,0,yes,no
2030,52.0,30.0,2.0,Graduate,171.0,147,yes,4.7,0,0,yes,yes
857,60.0,22.0,2.0,Advanced or Professional,9.0,0,no,0.0,0,0,yes,no
1079,35.0,28.0,2.0,Undergraduate,21.0,114,no,0.0,0,0,no,no
3608,26.0,28.0,3.0,Undergraduate,55.0,0,yes,0.4,0,0,no,no
1040,51.0,22.0,2.0,Advanced or Professional,190.0,346,yes,5.3,0,0,no,yes
3285,45.0,26.0,3.0,Advanced or Professional,66.0,0,yes,1.3,0,0,no,no
3033,44.0,1.0,3.0,Graduate,152.0,0,yes,2.0,0,0,yes,no
1913,48.0,22.0,3.0,Graduate,132.0,0,yes,2.4,0,0,no,yes
3784,36.0,38.0,4.0,Advanced or Professional,104.0,0,yes,3.8,0,0,yes,yes
829,50.0,40.0,2.0,Graduate,144.0,0,no,0.0,0,0,no,yes
5396,33.0,7.0,4.0,Undergraduate,77.0,0,no,0.0,0,0,yes,no
3281,28.0,14.0,1.0,Graduate,66.0,0,no,0.0,0,0,yes,no
4527,38.0,3.0,4.0,Undergraduate,78.0,136,no,0.0,0,0,yes,no
4128,25.0,33.0,2.0,Graduate,66.0,0,no,0.0,0,0,yes,no
4490,63.0,7.0,1.0,Graduate,37.0,0,no,0.0,0,1,yes,no
1635,27.0,2.0,4.0,Advanced or Professional,28.0,0,no,0.0,0,0,yes,no
700,55.0,36.0,,Advanced or Professional,,102,no,0.0,0,0,yes,no
949,65.0,9.0,4.0,Graduate,85.0,197,no,0.0,0,0,yes,no
221,39.0,2.0,3.0,Graduate,196.0,313,no,0.0,0,0,no,yes
5576,54.0,27.0,3.0,Advanced or Professional,90.0,0,no,0.0,0,0,no,yes
1368,,,3.0,Graduate,,0,no,0.0,1,0,no,no
2327,,10.0,,Undergraduate,,0,no,0.0,0,0,no,no
5325,66.0,7.0,3.0,Graduate,92.0,178,yes,0.2,0,0,yes,no
4448,50.0,10.0,1.0,Advanced or Professional,,0,no,0.0,0,0,no,no
5231,51.0,13.0,4.0,Undergraduate,104.0,187,yes,2.9,0,0,yes,no
1165,57.0,32.0,1.0,Undergraduate,77.0,106,no,0.0,0,0,yes,no
461,41.0,5.0,4.0,Graduate,47.0,0,yes,1.2,0,0,yes,no
3475,36.0,25.0,3.0,Advanced or Professional,21.0,117,no,0.0,0,0,no,no
3107,67.0,0.0,1.0,Undergraduate,65.0,213,no,0.0,0,0,yes,no
5040,34.0,5.0,3.0,Undergraduate,107.0,136,no,0.0,0,1,no,yes
3133,65.0,19.0,1.0,Graduate,132.0,0,no,0.0,0,0,yes,no
1085,48.0,24.0,4.0,Graduate,147.0,215,no,0.0,0,1,no,yes
5344,34.0,38.0,2.0,Advanced or Professional,133.0,0,yes,5.2,1,1,yes,yes
3182,,,,Graduate,,121,yes,6.3,0,0,yes,no
3706,38.0,37.0,3.0,Advanced or Professional,18.0,0,yes,3.7,1,0,no,no
3597,45.0,18.0,2.0,Undergraduate,71.0,0,yes,7.3,0,0,no,no
2015,,,1.0,Advanced or Professional,,0,no,0.0,0,0,no,no
794,41.0,33.0,3.0,Undergraduate,108.0,0,no,0.0,0,0,yes,no
536,49.0,,4.0,Undergraduate,,189,no,0.0,0,0,yes,no
99,63.0,30.0,1.0,Undergraduate,85.0,244,no,0.0,0,0,yes,no
261,35.0,,,Graduate,,0,no,0.0,0,0,yes,no
1565,45.0,32.0,4.0,Graduate,20.0,0,yes,3.6,0,0,no,no
2847,34.0,10.0,4.0,Undergraduate,173.0,106,no,0.0,0,0,yes,yes
1263,59.0,15.0,4.0,Undergraduate,29.0,0,no,0.0,0,0,no,no
1619,,1.0,4.0,Undergraduate,,0,no,0.0,0,0,yes,no
1733,42.0,42.0,4.0,Undergraduate,120.0,0,no,0.0,0,0,yes,no
1680,,,,Undergraduate,,235,no,0.0,0,0,yes,no
2124,60.0,25.0,3.0,Undergraduate,89.0,106,yes,0.6,0,0,no,no
2569,62.0,38.0,4.0,Undergraduate,136.0,253,no,0.0,0,0,no,yes
2367,26.0,5.0,1.0,Undergraduate,79.0,0,no,0.0,0,0,yes,no
5091,24.0,40.0,2.0,Graduate,105.0,77,yes,2.4,0,0,yes,no
1429,39.0,36.0,4.0,Undergraduate,108.0,0,no,0.0,0,0,yes,no
1352,48.0,25.0,4.0,Undergraduate,98.0,0,yes,1.0,0,0,no,no
1360,,24.0,,Advanced or Professional,,115,no,0.0,0,0,yes,no
5107,90.0,,,Advanced or Professional,258.0,0,no,0.0,1,0,yes,no
2767,54.0,26.0,3.0,Undergraduate,11.0,122,no,0.0,0,0,no,no
4117,28.0,25.0,1.0,Undergraduate,77.0,97,no,0.0,0,0,no,no
5294,54.0,11.0,2.0,Undergraduate,68.0,0,no,0.0,0,0,no,no
4978,34.0,11.0,2.0,Graduate,60.0,0,no,0.0,0,0,no,no
3745,49.0,0.0,1.0,Advanced or Professional,71.0,235,no,0.0,0,0,no,no
4366,28.0,14.0,4.0,Advanced or Professional,111.0,241,yes,3.2,0,0,yes,yes
474,67.0,4.0,2.0,Graduate,68.0,0,yes,3.7,0,0,no,no
1810,58.0,13.0,3.0,Graduate,59.0,125,no,0.0,0,0,no,no
3279,53.0,41.0,2.0,Advanced or Professional,66.0,119,yes,2.6,0,0,yes,no
574,67.0,38.0,4.0,Advanced or Professional,43.0,125,no,0.0,0,0,no,no
3096,44.0,0.0,2.0,Undergraduate,25.0,93,no,0.0,0,0,no,no
12,24.0,35.0,1.0,Undergraduate,50.0,0,no,0.0,0,0,yes,no
4960,28.0,15.0,1.0,Undergraduate,48.0,178,no,0.0,0,0,yes,no
3266,66.0,4.0,3.0,Undergraduate,95.0,0,no,0.0,0,0,yes,no
5219,61.0,27.0,2.0,Undergraduate,40.0,135,no,0.0,0,0,yes,no
4465,44.0,27.0,4.0,Graduate,23.0,0,yes,0.6,0,0,yes,no
923,50.0,4.0,4.0,Undergraduate,107.0,0,no,0.0,0,0,yes,no
370,42.0,42.0,3.0,Undergraduate,133.0,205,no,0.0,0,0,yes,no
3251,47.0,20.0,3.0,Undergraduate,84.0,0,no,0.0,0,0,yes,no
2788,46.0,30.0,1.0,Undergraduate,35.0,118,yes,2.7,0,0,no,no
3734,64.0,2.0,4.0,Advanced or Professional,52.0,178,no,0.0,0,0,yes,no
4684,60.0,0.0,3.0,Graduate,154.0,327,no,0.0,0,0,yes,yes
1891,66.0,27.0,4.0,Undergraduate,47.0,134,no,0.0,0,0,no,no
3245,49.0,15.0,3.0,Graduate,87.0,129,yes,1.0,0,0,no,no
1194,57.0,37.0,4.0,Graduate,89.0,0,no,0.0,0,1,yes,no
5813,42.0,33.0,4.0,Undergraduate,109.0,0,no,0.0,0,0,no,no
426,42.0,35.0,1.0,Undergraduate,87.0,76,yes,3.2,0,0,yes,no
2447,60.0,8.0,3.0,Graduate,41.0,131,no,0.0,0,0,yes,no
3073,64.0,37.0,3.0,Graduate,163.0,0,no,0.0,0,0,yes,yes
112,26.0,35.0,1.0,Undergraduate,99.0,145,no,0.0,0,0,yes,no
1802,40.0,38.0,2.0,Advanced or Professional,85.0,0,yes,0.9,0,0,no,no
4283,43.0,19.0,4.0,Undergraduate,200.0,0,yes,0.7,0,0,no,no
1033,25.0,42.0,1.0,Undergraduate,56.0,0,no,0.0,0,0,yes,no
2330,50.0,25.0,1.0,Undergraduate,88.0,0,no,0.0,0,0,no,yes
1952,36.0,26.0,4.0,Graduate,63.0,0,no,0.0,0,1,yes,yes
768,42.0,22.0,2.0,Graduate,96.0,0,no,0.0,0,0,no,no
2628,29.0,3.0,4.0,Undergraduate,66.0,0,no,0.0,0,0,yes,no
4118,25.0,14.0,1.0,Undergraduate,23.0,0,no,0.0,0,0,yes,no
521,63.0,12.0,1.0,Advanced or Professional,145.0,129,no,0.0,0,0,no,yes
1215,63.0,27.0,3.0,Undergraduate,75.0,144,no,0.0,0,0,yes,no
3834,48.0,0.0,3.0,Undergraduate,82.0,212,no,0.0,0,0,yes,no
2149,41.0,11.0,4.0,Advanced or Professional,14.0,0,yes,0.5,0,0,no,no
4271,,,,Advanced or Professional,149.0,0,no,0.0,0,0,yes,no
368,35.0,40.0,3.0,Graduate,137.0,251,no,0.0,0,1,yes,yes
3183,28.0,9.0,2.0,Undergraduate,84.0,0,no,0.0,0,0,yes,no
5368,38.0,38.0,2.0,Undergraduate,71.0,0,no,0.0,1,0,yes,no
4607,50.0,31.0,1.0,Undergraduate,71.0,229,yes,2.2,0,0,no,no
4819,25.0,32.0,3.0,Undergraduate,57.0,105,yes,0.2,0,0,yes,no
3098,34.0,16.0,1.0,Advanced or Professional,159.0,112,no,0.0,0,0,yes,no
2333,57.0,4.0,1.0,Undergraduate,177.0,0,yes,4.2,0,1,no,yes
5568,,,,Graduate,59.0,0,yes,1.6,0,0,yes,no
2841,44.0,6.0,1.0,Undergraduate,153.0,0,no,0.0,0,0,yes,no
5159,48.0,16.0,4.0,Undergraduate,74.0,115,yes,2.1,0,0,yes,no
397,24.0,32.0,2.0,Undergraduate,102.0,107,no,0.0,0,0,no,no
4655,46.0,5.0,4.0,Undergraduate,108.0,326,no,0.0,0,0,yes,no
2407,57.0,5.0,2.0,Undergraduate,47.0,0,yes,1.9,0,0,yes,no
5197,49.0,17.0,1.0,Graduate,47.0,0,no,0.0,0,0,yes,no
5883,51.0,,,Undergraduate,,0,no,0.0,0,0,yes,no
3974,29.0,0.0,1.0,Undergraduate,39.0,0,no,0.0,0,0,no,no
5794,36.0,32.0,2.0,Advanced or Professional,161.0,169,yes,3.4,0,0,yes,yes
1533,34.0,21.0,1.0,Undergraduate,150.0,0,no,0.0,0,0,yes,no
327,91.0,64.0,,Undergraduate,,0,no,0.0,0,0,yes,no
5711,64.0,13.0,1.0,Advanced or Professional,128.0,434,no,0.0,0,0,no,yes
2601,38.0,27.0,4.0,Undergraduate,46.0,0,no,0.0,0,0,yes,no
3179,40.0,11.0,2.0,Undergraduate,60.0,0,no,0.0,0,0,no,no
1974,66.0,29.0,2.0,Undergraduate,148.0,0,no,0.0,0,0,yes,no
5344,46.0,39.0,2.0,Undergraduate,13.0,101,no,0.0,0,0,yes,no
3717,66.0,16.0,3.0,Undergraduate,74.0,0,no,0.0,1,0,yes,no
4462,36.0,32.0,4.0,Graduate,94.0,97,yes,0.1,0,0,yes,no
3809,34.0,39.0,1.0,Undergraduate,187.0,0,no,0.0,0,0,yes,no
4787,52.0,2.0,3.0,Undergraduate,65.0,104,no,0.0,0,0,yes,no
5378,42.0,26.0,2.0,Graduate,30.0,139,no,0.0,0,0,no,no
3900,45.0,31.0,4.0,Advanced or Professional,121.0,0,no,0.0,1,0,yes,yes
1330,38.0,38.0,1.0,Graduate,149.0,0,no,0.0,0,0,yes,no
814,23.0,41.0,1.0,Undergraduate,84.0,117,no,0.0,1,0,yes,no
1560,31.0,22.0,2.0,Advanced or Professional,29.0,132,no,0.0,0,0,no,no
5308,30.0,3.0,1.0,Advanced or Professional,79.0,0,no,0.0,0,0,yes,no
1711,,33.0,,Advanced or Professional,,179,no,0.0,0,0,yes,no
12,37.0,29.0,3.0,Graduate,47.0,0,yes,0.9,1,0,yes,no
4386,66.0,15.0,2.0,Undergraduate,76.0,171,yes,2.0,1,0,yes,no
1563,48.0,41.0,1.0,Undergraduate,76.0,132,no,0.0,0,0,yes,no
3036,63.0,12.0,4.0,Advanced or Professional,168.0,181,no,0.0,0,0,no,yes
5147,60.0,21.0,4.0,Undergraduate,103.0,151,no,0.0,0,0,yes,no
3421,34.0,1.0,3.0,Graduate,87.0,0,yes,3.1,0,0,yes,no
2561,,64.0,,Undergraduate,,0,no,0.0,0,0,yes,no
2572,27.0,38.0,3.0,Undergraduate,37.0,0,no,0.0,0,0,yes,no
1635,58.0,24.0,4.0,Advanced or Professional,97.0,241,no,0.0,0,0,no,no
1976,33.0,13.0,3.0,Graduate,151.0,0,yes,5.8,0,0,no,yes
3302,60.0,29.0,4.0,Graduate,60.0,0,no,0.0,0,0,yes,no
1338,40.0,40.0,4.0,Undergraduate,88.0,98,no,0.0,0,0,yes,no
4371,33.0,25.0,4.0,Advanced or Professional,164.0,0,no,0.0,0,1,yes,yes
2480,47.0,12.0,2.0,Advanced or Professional,99.0,100,yes,2.0,0,0,no,no
4611,49.0,34.0,1.0,Undergraduate,103.0,105,no,0.0,0,0,no,no
3465,32.0,30.0,4.0,Graduate,54.0,0,no,0.0,0,0,no,no
3225,39.0,32.0,1.0,Graduate,112.0,0,no,0.0,0,0,no,no
5315,49.0,13.0,1.0,Undergraduate,76.0,0,no,0.0,0,0,yes,no
2292,31.0,11.0,4.0,Graduate,129.0,265,yes,4.5,0,0,yes,yes
4942,37.0,27.0,1.0,Graduate,79.0,109,no,0.0,0,0,no,no
2546,25.0,28.0,1.0,Advanced or Professional,106.0,0,no,0.0,0,0,yes,no
4631,64.0,10.0,1.0,Graduate,184.0,0,no,0.0,0,0,no,yes
4055,,,,Undergraduate,,0,yes,6.5,0,0,yes,no
3193,60.0,20.0,4.0,Undergraduate,35.0,100,no,0.0,0,0,yes,no
2198,57.0,8.0,2.0,Undergraduate,77.0,0,yes,3.5,1,0,yes,no
5579,40.0,0.0,2.0,Undergraduate,67.0,0,no,0.0,0,0,yes,no
5473,60.0,21.0,3.0,Undergraduate,114.0,0,no,0.0,0,0,no,no
5776,61.0,27.0,2.0,Undergraduate,79.0,85,yes,0.7,0,0,no,no
4090,58.0,31.0,1.0,Undergraduate,55.0,296,yes,1.2,0,0,yes,no
1322,43.0,32.0,3.0,Advanced or Professional,55.0,89,no,0.0,0,0,yes,no
4559,66.0,,,Undergraduate,,126,no,0.0,0,0,yes,no
4088,32.0,12.0,1.0,Graduate,144.0,0,yes,0.8,1,1,yes,no
4805,47.0,9.0,1.0,Undergraduate,103.0,0,no,0.0,0,0,no,no
455,55.0,,,Advanced or Professional,,0,no,0.0,0,0,yes,no
2341,60.0,41.0,1.0,Advanced or Professional,62.0,0,no,0.0,0,0,yes,no
3180,38.0,18.0,3.0,Graduate,53.0,77,yes,0.2,1,0,no,no
1770,32.0,33.0,1.0,Undergraduate,16.0,0,no,0.0,0,0,yes,no
5378,39.0,17.0,2.0,Graduate,96.0,0,no,0.0,0,0,yes,no
3105,61.0,16.0,2.0,Graduate,120.0,0,yes,3.1,0,0,yes,no
309,29.0,40.0,4.0,Graduate,110.0,144,no,0.0,0,0,yes,no
1579,62.0,5.0,2.0,Graduate,69.0,127,yes,2.3,0,0,yes,no
631,29.0,40.0,4.0,Undergraduate,195.0,105,no,0.0,1,1,yes,yes
4287,35.0,8.0,3.0,Advanced or Professional,71.0,0,yes,0.4,0,0,yes,no
4979,40.0,40.0,3.0,Advanced or Professional,151.0,138,no,0.0,1,0,no,yes
2900,28.0,27.0,2.0,Undergraduate,79.0,0,no,0.0,0,0,yes,no
934,62.0,20.0,3.0,Graduate,76.0,0,no,0.0,1,0,yes,no
3757,48.0,3.0,2.0,Graduate,64.0,0,no,0.0,0,0,yes,no
1743,31.0,25.0,3.0,Graduate,73.0,0,no,0.0,0,0,no,no
3610,33.0,4.0,2.0,Advanced or Professional,121.0,0,no,0.0,0,0,yes,no
4452,56.0,13.0,2.0,Graduate,65.0,136,yes,0.6,0,0,no,no
2774,39.0,28.0,2.0,Undergraduate,118.0,121,no,0.0,0,0,yes,no
326,24.0,41.0,2.0,Undergraduate,14.0,73,no,0.0,0,0,yes,no
2985,58.0,26.0,3.0,Advanced or Professional,155.0,138,no,0.0,0,0,yes,yes
2020,67.0,30.0,1.0,Undergraduate,115.0,0,yes,1.4,1,0,no,no
5320,46.0,30.0,1.0,Advanced or Professional,154.0,141,no,0.0,0,0,yes,no
